StartDate,EndDate,Status,IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8
26/02/2019 11:19,26/02/2019 11:24,IP Address,<removed>,287,TRUE,26/02/2019 11:24,42336088887,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Convenient easy informative ,7
26/02/2019 11:10,26/02/2019 11:25,IP Address,<removed>,872,TRUE,26/02/2019 11:25,66824943372,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",7,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No opinion,No opinion,Somewhat satisfied,"Confusing, Informative ",6
26/02/2019 11:06,26/02/2019 11:25,IP Address,<removed>,1140,TRUE,26/02/2019 11:25,66050273712,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,Koerner Library,8,,,,,,,,,
26/02/2019 11:15,26/02/2019 11:25,IP Address,<removed>,636,TRUE,26/02/2019 11:25,81742211827,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"Detailed, long, relief",7
26/02/2019 11:20,26/02/2019 11:26,IP Address,<removed>,351,TRUE,26/02/2019 11:26,31365744154,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,7,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Somewhat satisfied,Not very comprehensive.,5
26/02/2019 11:00,26/02/2019 11:26,IP Address,<removed>,1562,TRUE,26/02/2019 11:26,65786070455,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,8
26/02/2019 11:18,26/02/2019 11:27,IP Address,<removed>,526,TRUE,26/02/2019 11:27,92040114948,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,"Pleasant, informing, confusing ",7
26/02/2019 11:16,26/02/2019 11:28,IP Address,<removed>,761,TRUE,26/02/2019 11:28,78849250398,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Very satisfied,No opinion,Very satisfied,Very satisfied,No opinion,No opinion,Somewhat satisfied,organized. ,8
26/02/2019 11:17,26/02/2019 11:29,IP Address,<removed>,713,TRUE,26/02/2019 11:29,84742993846,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,Somewhat satisfied,"Educational, informative, efficient",8
26/02/2019 11:24,26/02/2019 11:29,IP Address,<removed>,314,TRUE,26/02/2019 11:29,91677775555,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,10,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"intutitve, easy, straight-forward",10
26/02/2019 11:19,26/02/2019 11:31,IP Address,<removed>,694,TRUE,26/02/2019 11:31,85897380539,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Complicated Useful Helpful,7
26/02/2019 11:26,26/02/2019 11:32,IP Address,<removed>,329,TRUE,26/02/2019 11:32,45099213141,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Inspiring,educational",8
26/02/2019 11:29,26/02/2019 11:33,IP Address,<removed>,233,TRUE,26/02/2019 11:33,13069630933,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,"Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",5,,,,,,,,,
26/02/2019 11:28,26/02/2019 11:34,IP Address,<removed>,378,TRUE,26/02/2019 11:34,92208173262,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,Solid ,9
26/02/2019 11:31,26/02/2019 11:35,IP Address,<removed>,221,TRUE,26/02/2019 11:35,84923318051,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,"Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,,,,,,,,,
26/02/2019 11:17,26/02/2019 11:35,IP Address,<removed>,1045,TRUE,26/02/2019 11:35,79237593574,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,"Professional, helpful, informative",8
26/02/2019 11:27,26/02/2019 11:35,IP Address,<removed>,492,TRUE,26/02/2019 11:35,57977532122,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,7,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,,7
26/02/2019 11:27,26/02/2019 11:35,IP Address,<removed>,510,TRUE,26/02/2019 11:35,95181281790,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,10,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Effective,8
26/02/2019 11:25,26/02/2019 11:36,IP Address,<removed>,683,TRUE,26/02/2019 11:36,20640534555,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Very satisfied,No opinion,Very satisfied,Very satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,"user-friendly, time-saving, informative",8
26/02/2019 11:29,26/02/2019 11:37,IP Address,<removed>,482,TRUE,26/02/2019 11:37,48877181576,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,No opinion,Somewhat satisfied,Very satisfied,No opinion,No opinion,Somewhat dissatisfied,,7
26/02/2019 11:25,26/02/2019 11:37,IP Address,<removed>,691,TRUE,26/02/2019 11:37,43995955921,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No opinion,Somewhat satisfied,"Fast, easy, clear",7
26/02/2019 11:28,26/02/2019 11:37,IP Address,<removed>,528,TRUE,26/02/2019 11:37,83332501508,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",5,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,"Impersonal, efficient, conviennent",10
26/02/2019 11:30,26/02/2019 11:38,IP Address,<removed>,455,TRUE,26/02/2019 11:38,21499810314,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,No opinion,Very satisfied,Very satisfied,No opinion,Very satisfied,Very satisfied,"Informative, concise, easy",10
26/02/2019 11:33,26/02/2019 11:38,IP Address,<removed>,307,TRUE,26/02/2019 11:38,15677483623,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,6
26/02/2019 11:32,26/02/2019 11:38,IP Address,<removed>,353,TRUE,26/02/2019 11:38,45425617285,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,,10
26/02/2019 11:16,26/02/2019 11:41,IP Address,<removed>,1517,TRUE,26/02/2019 11:41,8332602996,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,7
26/02/2019 11:11,26/02/2019 11:42,IP Address,<removed>,1865,TRUE,26/02/2019 11:42,22143786896,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat dissatisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,"organised, convenient, rare ",6
26/02/2019 11:40,26/02/2019 11:42,IP Address,<removed>,146,TRUE,26/02/2019 11:42,27255883018,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,Koerner Library,9,,,,,,,,,
26/02/2019 11:37,26/02/2019 11:43,IP Address,<removed>,402,TRUE,26/02/2019 11:43,84390241122,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,"good, musty, books",6
26/02/2019 11:20,26/02/2019 11:44,IP Address,<removed>,1427,TRUE,26/02/2019 11:44,36038283921,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"Efficient, rewarding, straightforward",8
26/02/2019 11:39,26/02/2019 11:45,IP Address,<removed>,377,TRUE,26/02/2019 11:45,8213233974,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,,,,,,8
26/02/2019 11:37,26/02/2019 11:45,IP Address,<removed>,492,TRUE,26/02/2019 11:45,85103078035,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,6,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Simple user-friendly,9
26/02/2019 11:42,26/02/2019 11:47,IP Address,<removed>,290,TRUE,26/02/2019 11:47,65958809445,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"simple, convenient, okay",8
26/02/2019 11:36,26/02/2019 11:47,IP Address,<removed>,679,TRUE,26/02/2019 11:47,24512092016,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,8,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,No opinion,Somewhat satisfied,,7
26/02/2019 11:04,26/02/2019 11:47,IP Address,<removed>,2588,TRUE,26/02/2019 11:47,45049316847,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,7
26/02/2019 11:43,26/02/2019 11:48,IP Address,<removed>,261,TRUE,26/02/2019 11:48,77567151141,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,easy to use,8
26/02/2019 11:45,26/02/2019 11:48,IP Address,<removed>,188,TRUE,26/02/2019 11:48,53747270814,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,easy efficient happy,9
26/02/2019 11:41,26/02/2019 11:51,IP Address,<removed>,616,TRUE,26/02/2019 11:51,14476631092,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have not visited UBC Library in person or online,,,,,,,,,,,
26/02/2019 11:47,26/02/2019 11:51,IP Address,<removed>,231,TRUE,26/02/2019 11:51,58376007178,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,Very satisfied,"amazing, smooth, intuitive",9
26/02/2019 11:41,26/02/2019 11:52,IP Address,<removed>,653,TRUE,26/02/2019 11:52,63664086642,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,"Fast, efficient, helpful",9
26/02/2019 11:50,26/02/2019 11:52,IP Address,<removed>,137,TRUE,26/02/2019 11:52,56662554369,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,5
26/02/2019 11:47,26/02/2019 11:52,IP Address,<removed>,338,TRUE,26/02/2019 11:52,80910784181,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,"Streamlined, simple, comprehensive",9
26/02/2019 11:47,26/02/2019 11:53,IP Address,<removed>,329,TRUE,26/02/2019 11:53,31979786064,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,"Straightforward, robust",7
26/02/2019 11:47,26/02/2019 11:53,IP Address,<removed>,347,TRUE,26/02/2019 11:53,44307573721,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,9,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Easy to find,8
26/02/2019 11:40,26/02/2019 11:53,IP Address,<removed>,775,TRUE,26/02/2019 11:53,25540690342,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No opinion,Somewhat dissatisfied,Very satisfied,Informative easy ,8
26/02/2019 11:52,26/02/2019 11:53,IP Address,<removed>,116,TRUE,26/02/2019 11:53,23664475281,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have not visited UBC Library in person or online,,,,,,,,,,,
26/02/2019 11:46,26/02/2019 11:54,IP Address,<removed>,455,TRUE,26/02/2019 11:54,6438182588,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",4,Very satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Very dissatisfied,Somewhat dissatisfied,Very satisfied,,
26/02/2019 11:51,26/02/2019 11:55,IP Address,<removed>,243,TRUE,26/02/2019 11:55,60258430564,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,"Peaceful, resources, access",8
26/02/2019 11:45,26/02/2019 11:56,IP Address,<removed>,642,TRUE,26/02/2019 11:56,70325854269,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,4,No opinion,No opinion,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,Very dissatisfied,"Loud, dirty, only option.",3
26/02/2019 11:38,26/02/2019 11:56,IP Address,<removed>,1056,TRUE,26/02/2019 11:56,46683375240,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,7,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,,8
26/02/2019 11:44,26/02/2019 11:57,IP Address,<removed>,776,TRUE,26/02/2019 11:57,35332411493,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,7,No opinion,No opinion,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"useful, easy",8
26/02/2019 11:52,26/02/2019 11:57,IP Address,<removed>,338,TRUE,26/02/2019 11:57,93949647518,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,"Resourceful, easy to use, journals ",10
26/02/2019 11:56,26/02/2019 11:58,IP Address,<removed>,154,TRUE,26/02/2019 11:58,6954739535,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have not visited UBC Library in person or online,,,,,,,,,,,
26/02/2019 11:53,26/02/2019 11:59,IP Address,<removed>,354,TRUE,26/02/2019 11:59,56464288262,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,No opinion,No opinion,No opinion,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"Convenient, organized",8
26/02/2019 11:14,26/02/2019 11:59,IP Address,<removed>,2708,TRUE,26/02/2019 11:59,77768182424,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"Easy, useful",8
26/02/2019 11:36,26/02/2019 12:01,IP Address,<removed>,1453,TRUE,26/02/2019 12:01,17738869324,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,6,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,No opinion,Somewhat dissatisfied,Somewhat dissatisfied,hard to navigate,5
26/02/2019 11:54,26/02/2019 12:01,IP Address,<removed>,413,TRUE,26/02/2019 12:01,66100294615,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,10,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Clean, easy",8
26/02/2019 11:56,26/02/2019 12:01,IP Address,<removed>,315,TRUE,26/02/2019 12:01,30426995972,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,"easy, helpful, resourceful ",7
26/02/2019 11:55,26/02/2019 12:02,IP Address,<removed>,418,TRUE,26/02/2019 12:02,80684758519,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,8
26/02/2019 11:56,26/02/2019 12:02,IP Address,<removed>,366,TRUE,26/02/2019 12:02,70129698289,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,10
26/02/2019 11:17,26/02/2019 12:03,IP Address,<removed>,2746,TRUE,26/02/2019 12:03,70659531859,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,10,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Easy simple useful,9
26/02/2019 11:54,26/02/2019 12:04,IP Address,<removed>,558,TRUE,26/02/2019 12:04,84331779696,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,,7
26/02/2019 11:16,26/02/2019 12:04,IP Address,<removed>,2884,TRUE,26/02/2019 12:04,91738375696,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,"busy, streamlined, dense",8
26/02/2019 11:42,26/02/2019 12:04,IP Address,<removed>,1347,TRUE,26/02/2019 12:04,11356920004,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,8
26/02/2019 12:01,26/02/2019 12:07,IP Address,<removed>,314,TRUE,26/02/2019 12:07,56795078427,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Simple, Easy, Uncomplicated ",8
26/02/2019 11:58,26/02/2019 12:09,IP Address,<removed>,638,TRUE,26/02/2019 12:09,9998574423,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,No opinion,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"organized, quick, simple",8
26/02/2019 12:01,26/02/2019 12:10,IP Address,<removed>,542,TRUE,26/02/2019 12:10,32464458077,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,8,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat dissatisfied,"Insightful, Complete, Accessible",8
26/02/2019 12:03,26/02/2019 12:10,IP Address,<removed>,415,TRUE,26/02/2019 12:10,68335848888,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,Somewhat satisfied,Very satisfied,Very satisfied,,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,,7
26/02/2019 11:54,26/02/2019 12:11,IP Address,<removed>,1019,TRUE,26/02/2019 12:11,87476921853,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,"informative, good",8
26/02/2019 11:31,26/02/2019 12:12,IP Address,<removed>,2448,TRUE,26/02/2019 12:12,65384388122,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Great,8
26/02/2019 11:59,26/02/2019 12:12,IP Address,<removed>,815,TRUE,26/02/2019 12:12,54352212141,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,9,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Efficient,9
