StartDate,EndDate,Status,IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8
06/03/2019 13:28,06/03/2019 13:34,IP Address,<removed>,385,TRUE,06/03/2019 13:34,21829239013,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,6,Somewhat dissatisfied,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Calm simple helpful,6
06/03/2019 13:26,06/03/2019 13:34,IP Address,<removed>,483,TRUE,06/03/2019 13:34,18919304349,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,Woodward Library,7,,,,,,,,,
27/02/2019 13:34,27/02/2019 13:34,IP Address,<removed>,15,FALSE,06/03/2019 13:34,38430700191,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,,,,,,,,,,,,
06/03/2019 13:34,06/03/2019 13:37,IP Address,<removed>,204,TRUE,06/03/2019 13:37,26906031186,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,"complex, dense, informative",7
27/02/2019 14:06,06/03/2019 13:38,IP Address,<removed>,603114,TRUE,06/03/2019 13:38,66851803773,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,"pleasant, user-friendly, good",8
06/03/2019 13:31,06/03/2019 13:40,IP Address,<removed>,530,TRUE,06/03/2019 13:40,74528484305,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,,8
06/03/2019 13:29,06/03/2019 13:41,IP Address,<removed>,750,TRUE,06/03/2019 13:41,17631780071,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,No opinion,Somewhat satisfied,"easy, helpful, productive",8
06/03/2019 13:34,06/03/2019 13:41,IP Address,<removed>,417,TRUE,06/03/2019 13:41,12745917761,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No opinion,Somewhat dissatisfied,"Fruitful, frustrating, helpful",5
06/03/2019 13:29,06/03/2019 13:41,IP Address,<removed>,715,TRUE,06/03/2019 13:41,2776087280,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"useful, efficent, and effective ",
06/03/2019 13:33,06/03/2019 13:43,IP Address,<removed>,599,TRUE,06/03/2019 13:43,34925373108,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,9,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,"useful, comprehensive, enlightening. ",8
06/03/2019 13:34,06/03/2019 13:43,IP Address,<removed>,575,TRUE,06/03/2019 13:45,43639281979,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",7,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,"Navigatable, easy, organized",8
06/03/2019 13:34,06/03/2019 13:45,IP Address,<removed>,660,TRUE,06/03/2019 13:45,45709658405,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),8,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"Helpful, resourceful",9
06/03/2019 13:41,06/03/2019 13:45,IP Address,<removed>,257,TRUE,06/03/2019 13:45,61246057192,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,7,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,,6
06/03/2019 13:41,06/03/2019 13:46,IP Address,<removed>,329,TRUE,06/03/2019 13:46,56002424201,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Convenient,8
06/03/2019 13:42,06/03/2019 13:47,IP Address,<removed>,337,TRUE,06/03/2019 13:47,36985334938,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,"organized, helpful, easy-to-use",9
27/02/2019 13:17,27/02/2019 13:48,IP Address,<removed>,1844,FALSE,06/03/2019 13:48,77049408296,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Somewhat satisfied,No opinion,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,,8
06/03/2019 12:56,06/03/2019 13:49,IP Address,<removed>,3225,TRUE,06/03/2019 13:49,82295718669,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,Koerner Library,8,,,,,,,,,
06/03/2019 13:43,06/03/2019 13:50,IP Address,<removed>,402,TRUE,06/03/2019 13:50,68401780782,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,9,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,,5
06/03/2019 13:47,06/03/2019 13:53,IP Address,<removed>,352,TRUE,06/03/2019 13:53,32163666667,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,No opinion,No opinion,Somewhat satisfied,"Clean, fast",9
06/03/2019 13:47,06/03/2019 13:56,IP Address,<removed>,568,TRUE,06/03/2019 13:56,34614203209,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,"accessible, useful, and quite ",7
06/03/2019 13:53,06/03/2019 13:57,IP Address,<removed>,212,TRUE,06/03/2019 13:57,63587771645,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,No opinion,Very satisfied,Very satisfied,Very satisfied,No opinion,Somewhat satisfied,"Easy, Comprehensive, Efficient",9
06/03/2019 13:56,06/03/2019 13:58,IP Address,<removed>,119,TRUE,06/03/2019 13:58,14985732830,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have not visited UBC Library in person or online,,,,,,,,,,,
06/03/2019 13:52,06/03/2019 13:58,IP Address,<removed>,356,TRUE,06/03/2019 13:58,41644667703,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,7
06/03/2019 13:48,06/03/2019 13:59,IP Address,<removed>,661,TRUE,06/03/2019 13:59,26371585831,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,"efficient, sorting, accessible",8
06/03/2019 13:32,06/03/2019 13:59,IP Address,<removed>,1645,TRUE,06/03/2019 13:59,48339935200,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",10,Very satisfied,Somewhat satisfied,Very dissatisfied,Somewhat dissatisfied,Very satisfied,No opinion,Somewhat satisfied,,7
06/03/2019 13:48,06/03/2019 14:02,IP Address,<removed>,872,TRUE,06/03/2019 14:02,70802489820,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,"Useful, informational, user-friendly ",9
06/03/2019 13:55,06/03/2019 14:02,IP Address,<removed>,405,TRUE,06/03/2019 14:02,39172916954,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Resourceful, helpful, plentiful ",9
06/03/2019 13:46,06/03/2019 14:03,IP Address,<removed>,1041,TRUE,06/03/2019 14:03,63316255532,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),9,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,No opinion,Very satisfied,Very satisfied,produvtive and helpful,9
27/02/2019 14:02,27/02/2019 14:03,IP Address,<removed>,67,FALSE,06/03/2019 14:03,99224966910,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,,,,,,,,,
06/03/2019 14:01,06/03/2019 14:08,IP Address,<removed>,437,TRUE,06/03/2019 14:08,14568801537,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,"Easy, efficient, fast",7
27/02/2019 14:07,27/02/2019 14:09,IP Address,<removed>,137,FALSE,06/03/2019 14:09,80870848028,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have visited UBC Library in person,,,,,,,,,,,
06/03/2019 13:57,06/03/2019 14:10,IP Address,<removed>,779,TRUE,06/03/2019 14:10,80520113534,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Somewhat satisfied,Very satisfied,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,No opinion,Very satisfied,Focused,7
06/03/2019 11:18,06/03/2019 14:10,IP Address,<removed>,10362,TRUE,06/03/2019 14:10,46699942243,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,"good, informational, useful",8
06/03/2019 12:21,06/03/2019 14:11,IP Address,<removed>,6585,TRUE,06/03/2019 14:11,42472877315,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Not bad,6
06/03/2019 14:05,06/03/2019 14:12,IP Address,<removed>,421,TRUE,06/03/2019 14:12,36221569570,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have visited UBC Library in person,The Commons (Okanagan),10,,,,,,,,,
06/03/2019 13:52,06/03/2019 14:13,IP Address,<removed>,1275,TRUE,06/03/2019 14:13,69845842832,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,10,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,,10
06/03/2019 13:54,06/03/2019 14:13,IP Address,<removed>,1153,TRUE,06/03/2019 14:13,32664940244,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Good,8
06/03/2019 13:46,06/03/2019 14:14,IP Address,<removed>,1630,TRUE,06/03/2019 14:14,73021207647,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),6,Somewhat satisfied,No opinion,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,No opinion,Somewhat dissatisfied,Hard to navigate,5
06/03/2019 14:05,06/03/2019 14:15,IP Address,<removed>,637,TRUE,06/03/2019 14:15,20546832100,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"Convenient, Useful, Accessable",8
06/03/2019 14:21,06/03/2019 14:25,IP Address,<removed>,242,TRUE,06/03/2019 14:25,56706063371,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,fine,8
27/02/2019 14:23,27/02/2019 14:26,IP Address,<removed>,161,FALSE,06/03/2019 14:26,7101670410,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have visited UBC Library in person,The Commons (Okanagan),10,,,,,,,,,
06/03/2019 14:22,06/03/2019 14:27,IP Address,<removed>,308,TRUE,06/03/2019 14:27,32749075702,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Clear instructions , Knowledgable",8
06/03/2019 14:19,06/03/2019 14:32,IP Address,<removed>,802,TRUE,06/03/2019 14:32,24192700238,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,7
